Annotation	key	cell_class	removal_reason	num_cells_postQC	Isocortex	OLF	HPF	CTXsp	STR	PAL	TH	HY	MB	P	MY	CB	FB_VS_grey	Mapped_Top_TopStruct	Mapped_Max_TopStruct	Mapped_MaxTopStruct_PCT	Mapped_Top_DeepCCF	Mapped_Max_DeepCCF	Mapped_Max_DeepCCF_PCT	Imputed_Top_TopStruct	Imputed_Top_DeepCCF	Imputed_Max_TopStruct	Imputed_Max_DeepCCF	NumBeadsConfMapped	Max_TopStruct	Max_DeepCCF	NT_binary
Inh_Nkx2-2_Glp1r_Trh_2	300-0-0-0-0-0-0-0-0-0-3-0-1-1-0-1	neuron		51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN|PAG	MB	MRN	NA	MB	MRN	GABA
Inh_Nkx2-2_Glp1r_Trh_3	300-0-0-0-0-0-0-0-0-0-3-0-1-1-1	neuron		110	0	0	0	0	0	0	0	2	70	4	0	0	0	MB	MB	0.921052631578947	PAG|MRN	PAG	0.771428571428571	MB	MRN|PAG	MB	MRN	76	MB	PAG	GLY
Inh_Nkx2-2_Ush2a	300-0-0-0-0-0-0-0-0-0-3-1-0-0-0	neuron		84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN|MB|PAG	MB	MRN	NA	MB	MRN	GABA
Inh_Nkx2-2_Clic5	300-0-0-0-0-0-0-0-0-0-3-1-0-0-1	neuron		27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN|PAG|MB	MB	MRN	NA	MB	MRN	GABA
Inh_Six3_Ush2a	300-0-0-0-0-0-0-0-0-0-3-1-0-1	neuron		44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN|PAG|MB	MB	MRN	NA	MB	MRN	GABA
Inh_Nkx2-2_Hsd17b14	300-0-0-0-0-0-0-0-0-0-3-1-1	neuron		107	0	0	0	0	0	0	0	0	39	3	0	1	0	MB	MB	0.906976744186047	MRN|PAG|RN|MB|IC	MRN	0.333333333333333	MB	MRN|MB|PAG	MB	MRN	43	MB	MRN	GABA
Ex_C1ql4_Crispld2_1	300-0-0-0-0-0-0-0-0-0-4-0-0-0-0	neuron		741	0	0	0	0	0	0	0	0	112	8	14	3	0	MB|MY	MB	0.817518248175183	CUN|MB|PPN	CUN	0.357142857142857	MB	MB|PPN	MB	MB	137	MB	CUN	VGLUT2
Ex_C1ql4_Crispld2_2	300-0-0-0-0-0-0-0-0-0-4-0-0-0-1	neuron		343	0	0	0	0	0	0	0	0	45	2	0	0	0	MB	MB	0.957446808510638	MB|SAG|PPN	MB	0.488888888888889	MB	MB|PPN	MB	MB	47	MB	MB	VGLUT2
Ex_C1ql4_Prdm6	300-0-0-0-0-0-0-0-0-0-4-0-0-1	neuron		338	0	0	0	0	0	0	0	2	192	3	0	0	0	MB	MB	0.974619289340102	CUN|PPN|MB	CUN	0.484375	MB	MB	MB	MB	197	MB	CUN	VGLUT2
Ex_C1ql4_Kcne4_1	300-0-0-0-0-0-0-0-0-0-4-0-1-0	neuron		551	0	0	0	0	0	0	1	1	148	44	104	19	0	MB|MY|P	MB	0.466876971608833	PPN|MRN|MB	PPN	0.472972972972973	MB	MB|PPN	MB	MB	317	MB	PPN	VGLUT2
Ex_C1ql4_Kcne4_2	300-0-0-0-0-0-0-0-0-0-4-0-1-1-0-0	neuron		73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	P		P		NA	P		VGLUT2
Ex_C1ql4_Kcne4_3	300-0-0-0-0-0-0-0-0-0-4-0-1-1-0-1	neuron		47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MB|MRN	MB	MB	NA	MB	MB	VGLUT2
Ex_C1ql4_Kcne4_4	300-0-0-0-0-0-0-0-0-0-4-0-1-1-1	neuron		45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY|P		MY		NA	MY		VGLUT2
Ex_C1ql4_Islr2_1	300-0-0-0-0-0-0-0-0-0-4-1-0-0-0-0	neuron		222	0	0	0	0	0	0	6	3	157	320	312	8	2	P|MY|MB	P	0.396039603960396	PRNr|P|PRNc|CS	PRNr	0.553125	MY|P		MY		808	P	PRNr	VGLUT2
Ex_C1ql4_Islr2_2	300-0-0-0-0-0-0-0-0-0-4-1-0-0-0-1-0-0	neuron		66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY|P		MY		NA	MY		VGLUT2
Ex_C1ql4_Islr2_3	300-0-0-0-0-0-0-0-0-0-4-1-0-0-0-1-0-1	neuron		18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY|P		MY		NA	MY		VGLUT2
Ex_C1ql4_Islr2_4	300-0-0-0-0-0-0-0-0-0-4-1-0-0-0-1-1	neuron		84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY|P		MY		NA	MY		VGLUT2
Ex_C1ql4_Calcr_1	300-0-0-0-0-0-0-0-0-0-4-1-0-0-0-2	neuron		99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY		MY		NA	MY		VGLUT2
Ex_C1ql4_Calcr_2	300-0-0-0-0-0-0-0-0-0-4-1-0-0-1-0-0	neuron		69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY|P		MY		NA	MY		VGLUT2
Ex_C1ql4_Calcr_3	300-0-0-0-0-0-0-0-0-0-4-1-0-0-1-0-1	neuron		32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	HY|MB|OLF		HY		NA	HY		VGLUT2
Ex_C1ql4_Calcr_4	300-0-0-0-0-0-0-0-0-0-4-1-0-0-1-1	neuron		90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			VGLUT2
Ex_C1ql4_Drd1_1	300-0-0-0-0-0-0-0-0-0-4-1-0-1-0-0-0	neuron		100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB		MB		NA	MB		VGLUT2
Ex_C1ql4_Drd1_2	300-0-0-0-0-0-0-0-0-0-4-1-0-1-0-0-1	neuron		60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_C1ql4_Drd1_3	300-0-0-0-0-0-0-0-0-0-4-1-0-1-0-1-0	neuron		78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			VGLUT2
Ex_C1ql4_Drd1_4	300-0-0-0-0-0-0-0-0-0-4-1-0-1-0-1-1	neuron		54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB		MB		NA	MB		VGLUT2
Ex_C1ql4_Drd1_5	300-0-0-0-0-0-0-0-0-0-4-1-0-1-0-2-0	neuron		43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY|P	GRN|IRN|MY	MY	GRN	NA	MY	GRN	VGLUT2
Ex_C1ql4_Drd1_6	300-0-0-0-0-0-0-0-0-0-4-1-0-1-0-2-1	neuron		37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	P|MY		P		NA	P		VGLUT2
Ex_C1ql4_Drd1_7	300-0-0-0-0-0-0-0-0-0-4-1-0-1-1	neuron		27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB		MB		NA	MB		VGLUT2
Ex_C1ql4_Tgm6_1	300-0-0-0-0-0-0-0-0-0-4-1-1-0-0-0	neuron		53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	P		P		NA	P		VGLUT2
Ex_C1ql4_Tgm6_2	300-0-0-0-0-0-0-0-0-0-4-1-1-0-0-1	neuron		63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB|P		MB		NA	MB		VGLUT2
Ex_C1ql4_Tgm6_3	300-0-0-0-0-0-0-0-0-0-4-1-1-0-1	neuron		46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	P|MY		P		NA	P		VGLUT2
Ex_C1ql4_Tgm6_4	300-0-0-0-0-0-0-0-0-0-4-1-1-1-0	neuron		65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MB|PAG	MB	MB	NA	MB	MB	VGLUT2
Ex_C1ql4_Tgm6_5	300-0-0-0-0-0-0-0-0-0-4-1-1-1-1	neuron		79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MB	MB	MB	NA	MB	MB	VGLUT2
Inh_Gata3_Tecrl	300-0-0-0-0-0-0-0-0-0-5-0-0-0-0-0-0-0-0-0	neuron		95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	GRN|PGRN	MY	GRN	NA	MY	GRN	GLY
Inh_Gata3_Frmd7_1	300-0-0-0-0-0-0-0-0-0-5-0-0-0-0-0-0-0-0-1	neuron		88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	GRN|IRN|PGRN	MY	GRN	NA	MY	GRN	GLY
Inh_Gata3_Frmd7_2	300-0-0-0-0-0-0-0-0-0-5-0-0-0-0-0-0-0-1	neuron		64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN	MY	IRN	NA	MY	IRN	GLY
Inh_Gata3_Vwde_1	300-0-0-0-0-0-0-0-0-0-5-0-0-0-0-0-0-1-0	neuron		54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			GLY
Inh_Gata3_Vwde_2	300-0-0-0-0-0-0-0-0-0-5-0-0-0-0-0-0-1-1	neuron		34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY		MY		NA	MY		GLY
Inh_Gata3_Slc5a7	300-0-0-0-0-0-0-0-0-0-5-0-0-0-0-0-0-2	neuron		56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			GLY
Inh_Gata3_Edaradd	300-0-0-0-0-0-0-0-0-0-5-0-0-0-0-0-1-0-0	neuron		69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	GRN|IRN|PGRN	MY	GRN	NA	MY	GRN	GLY
Inh_Gata3_Npy2r_1	300-0-0-0-0-0-0-0-0-0-5-0-0-0-0-0-1-0-1	neuron		57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY		MY		NA	MY		GLY
Inh_Gata3_Npy2r_2	300-0-0-0-0-0-0-0-0-0-5-0-0-0-0-0-1-1-0	neuron		68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	GRN	MY	GRN	NA	MY	GRN	GLY
Inh_Gata3_Npy2r_3	300-0-0-0-0-0-0-0-0-0-5-0-0-0-0-0-1-1-1	neuron		48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	PGRN|IRN	MY	PGRN	NA	MY	PGRN	GLY
Inh_Gata3_Clic5_1	300-0-0-0-0-0-0-0-0-0-5-0-0-0-0-1-0	neuron		226	0	0	0	0	0	0	0	0	1	10	61	0	0	MY|P	MY	0.847222222222222	MARN|GRN|PGRN|MY|IRN	MARN	0.278688524590164	MY|P		MY		72	MY	MARN	GLY
Inh_Gata3_Clic5_2	300-0-0-0-0-0-0-0-0-0-5-0-0-0-0-1-1	neuron		74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN|GRN|PARN	MY	IRN	NA	MY	IRN	GLY
Inh_Gata3_Clic5_3	300-0-0-0-0-0-0-0-0-0-5-0-0-0-0-1-2	neuron		52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY|P		MY		NA	MY		GLY
	300-0-0-0-0-0-0-0-0-0-5-0-0-0-0-2-0-0-0	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-0-0-0-0-0-0-5-0-0-0-0-2-0-0-1	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
Inh_Gata3_Stat4_1	300-0-0-0-0-0-0-0-0-0-5-0-0-0-0-2-0-1	neuron	automatic	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
Inh_Gata3_Stat4_2	300-0-0-0-0-0-0-0-0-0-5-0-0-0-0-2-0-2	neuron	automatic	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
Inh_Gata3_Stat4_3	300-0-0-0-0-0-0-0-0-0-5-0-0-0-0-2-1-0	neuron		67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY|P	GRN|IRN	MY	GRN	NA	MY	GRN	GLY
Inh_Gata3_Arhgap9	300-0-0-0-0-0-0-0-0-0-5-0-0-0-0-2-1-1	neuron		54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	GRN|IRN|PARN	MY	GRN	NA	MY	GRN	GLY
Inh_Gata3_Wnt16	300-0-0-0-0-0-0-0-0-0-5-0-0-0-0-3-0-0	neuron		63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY|P		MY		NA	MY		GLY
Inh_Gata3_Pmfbp1_1	300-0-0-0-0-0-0-0-0-0-5-0-0-0-0-3-0-1	neuron		82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	GRN|IRN|PGRN	MY	GRN	NA	MY	GRN	GLY
Inh_Gata3_Pmfbp1_2	300-0-0-0-0-0-0-0-0-0-5-0-0-0-0-3-1	neuron		44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN|PGRN	MY	IRN	NA	MY	IRN	GLY
Inh_Gata3_Pou6f2_Olfr48_1	300-0-0-0-0-0-0-0-0-0-5-0-0-0-1-0-0-0	neuron		72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	GRN|IRN|PARN	MY	GRN	NA	MY	GRN	GLY
Inh_Gata3_Pou6f2_Olfr48_2	300-0-0-0-0-0-0-0-0-0-5-0-0-0-1-0-0-1	neuron		53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN|PGRN|GRN|PARN	MY	IRN	NA	MY	IRN	GLY
Inh_Gata3_Gda_1	300-0-0-0-0-0-0-0-0-0-5-0-0-0-1-0-1	neuron		58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN|GRN|MDRN|MY|PGRN	MY	IRN	NA	MY	IRN	GLY
Inh_Gata3_Gda_2	300-0-0-0-0-0-0-0-0-0-5-0-0-0-1-1-0	neuron		88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	GRN|IRN|PARN	MY	GRN	NA	MY	GRN	GLY
Inh_Gata3_Nptx2	300-0-0-0-0-0-0-0-0-0-5-0-0-0-1-1-1	neuron		45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY|P		MY		NA	MY		GLY
Inh_Gata3_Ucn3	300-0-0-0-0-0-0-0-0-0-5-0-0-1-0-0-0	neuron		40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			GLY
Inh_Gata3_Tnmd	300-0-0-0-0-0-0-0-0-0-5-0-0-1-0-0-1	neuron		19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY|P	GRN|IRN|PGRN	MY	GRN	NA	MY	GRN	GLY
Inh_Gata3_Wnt16_1	300-0-0-0-0-0-0-0-0-0-5-0-0-1-0-1	neuron		72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN	MY	IRN	NA	MY	IRN	GLY
Inh_Gata3_Wnt16_2	300-0-0-0-0-0-0-0-0-0-5-0-0-1-1-0	neuron		78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY|P		MY		NA	MY		VGLUT3_GLY
Inh_Gata3_Tecrl_1	300-0-0-0-0-0-0-0-0-0-5-0-0-1-1-1	neuron		63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY|P		MY		NA	MY		GLY
Inh_Gata3_Tecrl_2	300-0-0-0-0-0-0-0-0-0-5-0-1-0-0-0-0-0-0	neuron		62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	GRN|IRN|PARN	MY	GRN	NA	MY	GRN	GLY
Inh_Gata3_Hoxd4_Olfr48	300-0-0-0-0-0-0-0-0-0-5-0-1-0-0-0-0-0-1	neuron		59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	GRN|IRN|PARN	MY	GRN	NA	MY	GRN	GLY
Inh_Gata3_Tecrl_3	300-0-0-0-0-0-0-0-0-0-5-0-1-0-0-0-0-1	neuron		56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	GRN	MY	GRN	NA	MY	GRN	GLY
Inh_Gata3_Cdh3_1	300-0-0-0-0-0-0-0-0-0-5-0-1-0-0-0-1	neuron		33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	GRN|PARN|VNC	MY	GRN	NA	MY	GRN	GLY
Inh_Gata3_Cdh3_2	300-0-0-0-0-0-0-0-0-0-5-0-1-0-0-1	neuron		74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	PGRN|IRN	MY	PGRN	NA	MY	PGRN	GLY
Inh_Gata3_Nts	300-0-0-0-0-0-0-0-0-0-5-0-1-0-1-0	neuron		118	0	0	0	0	0	0	0	0	9	90	190	1	0	MY|P	MY	0.655172413793103	GRN|IRN|VNC|MY|PGRN|MARN|MDRN|PARN	GRN	0.210526315789474	MY	IRN|GRN|PARN|PGRN	MY	IRN	290	MY	GRN	GLY
Inh_Gata3_Qrfpr_1	300-0-0-0-0-0-0-0-0-0-5-0-1-0-1-1	neuron		41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	GRN|IRN|MDRN|MY|PGRN	MY	GRN	NA	MY	GRN	GLY
Inh_Gata3_Qrfpr_2	300-0-0-0-0-0-0-0-0-0-5-0-1-1-0-0-0	neuron		30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			GLY
Inh_Gata3_Qrfpr_3	300-0-0-0-0-0-0-0-0-0-5-0-1-1-0-0-1	neuron		26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY		MY		NA	MY		GLY
Inh_Gata3_Gdpd2_1	300-0-0-0-0-0-0-0-0-0-5-0-1-1-0-1	neuron		54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN|PGRN	MY	IRN	NA	MY	IRN	GLY
Inh_Gata3_Gdpd2_2	300-0-0-0-0-0-0-0-0-0-5-0-1-1-1	neuron		66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN|MY|GRN|PGRN	MY	IRN	NA	MY	IRN	GLY
Inh_Pax8_Oxtr_1	300-0-0-0-0-0-0-0-0-0-5-1-0-0-0-0	neuron		58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN	MY	IRN	NA	MY	IRN	GLY
Inh_Pax8_Oxtr_2	300-0-0-0-0-0-0-0-0-0-5-1-0-0-0-1	neuron		43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN|PGRN	MY	IRN	NA	MY	IRN	GLY
Inh_Pax8_Oxtr_3	300-0-0-0-0-0-0-0-0-0-5-1-0-0-0-2	neuron		17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY		MY		NA	MY		GLY
Inh_Pax8_Kcng3	300-0-0-0-0-0-0-0-0-0-5-1-0-0-1-0	neuron		31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY		MY		NA	MY		GLY
Inh_Pax8_Oxtr_4	300-0-0-0-0-0-0-0-0-0-5-1-0-0-1-1	neuron		46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN|PGRN	MY	IRN	NA	MY	IRN	GLY
Inh_Pax8_Bmp4_1	300-0-0-0-0-0-0-0-0-0-5-1-0-1-0-0	neuron		79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	GRN|IRN|PARN|PGRN	MY	GRN	NA	MY	GRN	VGLUT3_GLY
Inh_Pax8_Bmp4_2	300-0-0-0-0-0-0-0-0-0-5-1-0-1-0-1	neuron		15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	GRN|IRN|PARN|PGRN	MY	GRN	NA	MY	GRN	GLY
Inh_Pax8_Apbb1ip	300-0-0-0-0-0-0-0-0-0-5-1-0-1-1	neuron		32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN|PGRN|GRN	MY	IRN	NA	MY	IRN	GLY
Inh_Pax8_Zan	300-0-0-0-0-0-0-0-0-0-5-1-1-0-0-0	neuron		106	0	0	0	0	0	0	0	0	0	1	14	0	0	MY	MY	0.933333333333333	IRN|GRN|MY|PARN	IRN	0.428571428571429	MY	GRN|IRN|PARN	MY	GRN	15	MY	IRN	GLY
Inh_Pax8_Dpp4	300-0-0-0-0-0-0-0-0-0-5-1-1-0-0-1	neuron		46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	GRN|IRN|PARN|PGRN	MY	GRN	NA	MY	GRN	GLY
Inh_Pax8_Sp9	300-0-0-0-0-0-0-0-0-0-5-1-1-0-1	neuron		36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY		MY		NA	MY		GLY
Inh_Pax2_Papln_1	300-0-0-0-0-0-0-0-0-0-5-1-1-1-0	neuron		52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	MY	MY	MY	NA	MY	MY	GLY
Inh_Pax2_Papln_2	300-0-0-0-0-0-0-0-0-0-5-1-1-1-1	neuron		39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	GRN	MY	GRN	NA	MY	GRN	GLY
Inh_Pax2_Papln_3	300-0-0-0-0-0-0-0-0-0-5-1-1-2	neuron		59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY		MY		NA	MY		GLY
Inh_Dmbx1_Slitrk6	300-0-0-0-0-0-0-0-0-0-5-2	neuron		123	0	0	0	0	0	0	0	0	1	4	97	0	0	MY	MY	0.950980392156863	VNC|MY|NTS|GRN	VNC	0.670103092783505	MY		MY		102	MY	VNC	GLY
Ex_Dmrta2_Prkcq_1	300-0-0-0-0-0-0-0-0-0-6-0-0-0-0-0-0	neuron		164	0	4	0	0	1	0	0	5	8	0	0	0	0	MB|HY|OLF	MB	0.444444444444444	MB	MB	0.875	MB|OLF	MB|MRN|SCm	MB	MB	18	MB	MB	VGLUT2
Ex_Dmrta2_Prkcq_2	300-0-0-0-0-0-0-0-0-0-6-0-0-0-0-0-1	neuron		15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	HY|MB|OLF		HY		NA	HY		VGLUT2
Ex_Dmrta2_Prkcq_3	300-0-0-0-0-0-0-0-0-0-6-0-0-0-0-1	neuron		173	0	3	0	1	0	1	1	7	14	0	0	1	0	MB|HY|OLF	MB	0.5	MB|MRN|SCm	MB	0.5	HY|MB|OLF		HY		28	MB	MB	VGLUT2
Ex_Dmrta2_Prkcq_4	300-0-0-0-0-0-0-0-0-0-6-0-0-0-0-2	neuron		92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	OLF		OLF		NA	OLF		VGLUT2
Ex_Dmrta2_Prkcq_5	300-0-0-0-0-0-0-0-0-0-6-0-0-0-1-0	neuron		147	1	1	0	0	0	0	0	8	1	0	0	0	0	HY|MB|OLF	HY	0.727272727272727	PH|VMH|PVH	PH	0.625	HY|MB		HY		11	HY	PH	VGLUT2
Ex_Dmrta2_Prkcq_6	300-0-0-0-0-0-0-0-0-0-6-0-0-0-1-1	neuron		95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	OLF		OLF		NA	OLF		VGLUT2
Ex_Dmrta2_Bmp3_1	300-0-0-0-0-0-0-0-0-0-6-0-0-1-0-0	neuron		117	2	7	0	1	0	1	0	14	1	0	0	0	0	HY|OLF|Isocortex	HY	0.538461538461538	PH|LHA|PeF|DMH	PH	0.571428571428571	HY|OLF|MB	PH	HY	PH	26	HY	PH	VGLUT2
Ex_Dmrta2_Fbln2	300-0-0-0-0-0-0-0-0-0-6-0-0-1-0-1	neuron		41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	HY|MB|OLF		HY		NA	HY		VGLUT2
Ex_Dmrta2_Bmp3_2	300-0-0-0-0-0-0-0-0-0-6-0-0-1-1-0	neuron		43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	HY|OLF|MB		HY		NA	HY		VGLUT2
Ex_Dmrta2_Bmp3_3	300-0-0-0-0-0-0-0-0-0-6-0-0-1-1-1	neuron		36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	HY|OLF		HY		NA	HY		VGLUT2_VGLUT3
Ex_Dmrta2_Chrna6_1	300-0-0-0-0-0-0-0-0-0-6-0-1-0-0	neuron		273	0	3	0	0	1	1	0	30	15	3	0	0	0	HY|MB|OLF	HY	0.566037735849057	PH|MBO|HY|PSTN|DMH|ADP|VMH|AVPV|AHN	PH	0.366666666666667	HY|MB|OLF	HY	HY	HY	53	HY	PH	VGLUT2
Ex_Dmrta2_Chrna6_2	300-0-0-0-0-0-0-0-0-0-6-0-1-0-1	neuron		104	0	3	0	0	0	1	0	1	1	0	0	0	0	OLF|PAL|HY|MB	OLF	0.5	OLF|AON|PIR	OLF	0.333333333333333	HY|MB	HY	HY	HY	6	OLF	OLF	VGLUT2
Ex_Dmrta2_Chrna6_3	300-0-0-0-0-0-0-0-0-0-6-0-1-1-0-0	neuron		48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB		MB		NA	MB		VGLUT2
