Annotation	key	cell_class	removal_reason	num_cells_postQC	top_dissectate_postQC	max_pct_dissectate_postQC	top_replicate_postQC	max_pct_replicate_postQC	Isocortex	OLF	HPF	CTXsp	STR	PAL	TH	HY	MB	P	MY	CB	FB_VS_grey	Mapped_Top_TopStruct	Mapped_Max_TopStruct	Mapped_MaxTopStruct_PCT	Mapped_Top_DeepCCF	Mapped_Max_DeepCCF	Mapped_Max_DeepCCF_PCT	Imputed_Top_TopStruct	Imputed_Top_DeepCCF	Imputed_Max_TopStruct	Imputed_Max_DeepCCF	NumBeadsConfMapped	Max_TopStruct	Max_DeepCCF	NT_binary
Inh_Dlk1_Galr1	300-0-0-0-0-0-0-0-0-0-16-0-2-0	neuron		172	BS_M6_M6	55.23%	BS_L6_F005	20.93%	0	0	0	0	0	0	0	0	0	0	1	0	0	MY	MY	1	MY	MY	1	MY	MY	MY	MY	1	MY	MY	GLY
Inh_Dlk1_Apbb1ip_1	300-0-0-0-0-0-0-0-0-0-16-0-2-1-0	neuron		74	BS_M4_M4	37.84%	BS_L5_M007	10.81%																				MY|P		MY			MY		GLY
Inh_Dlk1_Apbb1ip_2	300-0-0-0-0-0-0-0-0-0-16-0-2-1-1	neuron		21	BS_M4_M4	52.38%	BS_M4_F008	28.57%																				MY	GRN|IRN|MY	MY	GRN		MY	GRN	GLY
Ex_Tcf7l2_Irak3_1	300-0-0-0-0-0-0-0-0-0-16-1-0-0-0	neuron		63	BS_M4_M4	50.79%	BS_L6_F005	23.81%																				MY|P	GRN|IRN|PARN	MY	GRN		MY	GRN	VGLUT2
Ex_Tcf7l2_Irak3_2	300-0-0-0-0-0-0-0-0-0-16-1-0-0-1	neuron	automatic	0																															none
Ex_Tcf7l2_C1ql4_1	300-0-0-0-0-0-0-0-0-0-16-1-0-1	neuron		64	BS_M3_M3	23.44%	BS_L6_F005	15.63%																				MY		MY			MY		VGLUT2
Ex_Tcf7l2_C1ql4_2	300-0-0-0-0-0-0-0-0-0-16-1-1	neuron		106	BS_M3_M3	50.00%	BS_M3_M008	15.09%	0	0	0	0	0	0	0	0	0	1	12	0	0	MY	MY	0.923076923076923	GRN|PARN	GRN	0.833333333333333					13	MY	GRN	VGLUT2
Inh_Ebf3_Erfl	300-0-0-0-0-0-0-0-0-0-17-0-0-0-0	neuron		283	BS_M2_M2	56.89%	BS_M2_F007	18.73%	0	0	0	0	0	0	0	0	0	45	1	0	0	P	P	0.978260869565217	CS|PRNr|P	CS	0.4	P		P		46	P	CS	GLY
Inh_Pax5_Erfl_1	300-0-0-0-0-0-0-0-0-0-17-0-0-0-1	neuron		73	BS_M2_M2	60.27%	BS_M2_M009	15.07%																				P		P			P		GLY
	300-0-0-0-0-0-0-0-0-0-17-0-0-0-2	neuron	manual	0																															none
	300-0-0-0-0-0-0-0-0-0-17-0-0-1-0-0-0	neuron	manual	0																															none
	300-0-0-0-0-0-0-0-0-0-17-0-0-1-0-0-1	neuron	manual	0																															none
	300-0-0-0-0-0-0-0-0-0-17-0-0-1-0-1	neuron	manual	0																															none
Inh_Pax5_Erfl_2	300-0-0-0-0-0-0-0-0-0-17-0-0-1-0-2	neuron	automatic	0																															none
Inh_Pax5_Erfl_3	300-0-0-0-0-0-0-0-0-0-17-0-0-1-1-0	neuron		19	BS_M3_M3	68.42%	BS_M3_F008	36.84%																				P		P			P		GLY
Inh_Pax5_Erfl_4	300-0-0-0-0-0-0-0-0-0-17-0-0-1-1-1	neuron		20	BS_M3_M3	80.00%	BS_M3_M010	30.00%																				MB		MB			MB		GLY
Inh_Pax5_Insm1	300-0-0-0-0-0-0-0-0-0-17-0-0-1-1-2	neuron	automatic	0																															none
Inh_Pax8_Ngfr_1	300-0-0-0-0-0-0-0-0-0-17-0-1-0-0	neuron		81	BS_M3_M3	77.78%	BS_M3_F008	20.99%																				MY	GRN|IRN	MY	GRN		MY	GRN	GLY
Inh_Pax8_Ngfr_2	300-0-0-0-0-0-0-0-0-0-17-0-1-0-1	neuron		52	BS_M3_M3	80.77%	BS_M3_F008	23.08%																				MY	GRN	MY	GRN		MY	GRN	GLY
Inh_Pax8_Ngfr_3	300-0-0-0-0-0-0-0-0-0-17-0-1-1	neuron		74	BS_M3_M3	85.14%	BS_M3_F008	31.08%																				MY|P		MY			MY		GLY
Inh_Foxp2_Btc_1	300-0-0-0-0-0-0-0-0-0-17-1-0-0-0-0	neuron		47	BS_M2_M2	29.79%	MB_M7_F010	19.15%																				MB	MB	MB	MB		MB	MB	GABA
Inh_Foxp2_Fst_1	300-0-0-0-0-0-0-0-0-0-17-1-0-0-0-1	neuron	automatic	0																															none
Inh_Foxp2_Btc_2	300-0-0-0-0-0-0-0-0-0-17-1-0-0-1	neuron		30	BS_M2_M2	80.00%	BS_M2_M010	26.67%																				MY|P		MY			MY		GABA
Inh_Foxp2_Fst_2	300-0-0-0-0-0-0-0-0-0-17-1-0-0-2	neuron		19	BS_M2_M2	63.16%	BS_M2_F006	26.32%																				P	CS	P	CS		P	CS	GABA
Inh_Foxp2_Btc_3	300-0-0-0-0-0-0-0-0-0-17-1-0-1-0	neuron		68	BS_M1_M1	42.65%	BS_M1_F008	17.65%																				P|MY	GRN|IRN|PARN|VNC	P	GRN		P	GRN	GABA
Inh_Foxp2_Btc_4	300-0-0-0-0-0-0-0-0-0-17-1-0-1-1	neuron		20	BS_M2_M2	55.00%	BS_M2_M009	25.00%																				P		P			P		GABA
Inh_Foxp2_Kcnj2_1	300-0-0-0-0-0-0-0-0-0-17-1-1-0	neuron		72	BS_M1_M1	34.72%	MB_M6_M014	11.11%																				MY|P		MY			MY		GABA
Inh_Foxp2_Kcnj2_2	300-0-0-0-0-0-0-0-0-0-17-1-1-1	neuron		53	BS_M2_M2	49.06%	BS_M2_F006	16.98%																				P		P			P		GABA
	300-0-0-0-0-0-0-0-0-0-18-0-0-0-0-0	neuron	manual	0																															none
Ex_Phox2b_Gda_1	300-0-0-0-0-0-0-0-0-0-18-0-0-0-0-1	neuron		34	BS_M7_M7	44.12%	BS_M7_F007	11.76%																											VGLUT2
Ex_Phox2b_Gda_2	300-0-0-0-0-0-0-0-0-0-18-0-0-0-1-0	neuron		58	NTS_NTS	63.79%	NTS_NTS_F004	22.41%																											VGLUT2
Ex_Phox2b_Olfr78	300-0-0-0-0-0-0-0-0-0-18-0-0-0-1-1	neuron		50	NTS_NTS	56.00%	NTS_NTS_M001	26.00%																											VGLUT2
Ex_Hmx3_Twist2_1	300-0-0-0-0-0-0-0-0-0-18-0-0-1	neuron		59	BS_L6_L6	49.15%	BS_L6_M009	13.56%																				HY|MB		HY			HY		VGLUT2
Ex_Hmx3_Twist2_2	300-0-0-0-0-0-0-0-0-0-18-0-1-0-0-0	neuron		65	NTS_NTS	35.38%	NTS_NTS_F004	15.38%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Hmx3_Twist2_3	300-0-0-0-0-0-0-0-0-0-18-0-1-0-0-1	neuron		32	BS_M7_M7	31.25%	BS_M7_M009	21.88%																				P		P			P		VGLUT2
Ex_Hmx3_Gda	300-0-0-0-0-0-0-0-0-0-18-0-1-0-0-2	neuron		27	BS_M7_M7	62.96%	BS_M7_F007	18.52%																				HY|MB|OLF	MB|PAG	HY	MB		HY	MB	VGLUT2
Ex_Hmx3_Npbwr1	300-0-0-0-0-0-0-0-0-0-18-0-1-0-1	neuron		33	BS_M7_M7	51.52%	NTS_NTS_M001	24.24%																				HY|MB|OLF		HY			HY		VGLUT2
Ex_Hmx3_Has2	300-0-0-0-0-0-0-0-0-0-18-0-1-1	neuron		74	NTS_NTS	36.49%	NTS_NTS_F004	18.92%																				MB|HY|OLF		MB			MB		VGLUT2
CholEx_Hmx3_Agtr1b	300-0-0-0-0-0-0-0-0-0-18-1-0-0-0	neuron		96	BS_L8_L8	67.71%	BS_L8_M008	21.88%																				MY	IRN|NTS|PARN	MY	IRN		MY	IRN	VGLUT2_CHOL
CholEx_Hmx3_Grpr	300-0-0-0-0-0-0-0-0-0-18-1-0-0-1	neuron		101	BS_L8_L8	59.41%	BS_L8_F005	24.75%	0	0	0	0	0	0	0	0	0	1	2	0	0	MY|P	MY	0.666666666666667	MARN|IRN	MARN	0.5	MY	IRN	MY	IRN	3	MY	MARN	VGLUT2_CHOL
CholEx_Hmx3_Wnt10a	300-0-0-0-0-0-0-0-0-0-18-1-0-1-0-0	neuron		107	BS_L8_L8	29.91%	BS_M8_F005	14.95%	0	0	0	0	0	0	0	0	1	3	57	1	0	MY	MY	0.919354838709677	IRN|NTS|PARN|MDRN	IRN	0.333333333333333	MY	IRN	MY	IRN	62	MY	IRN	VGLUT2_CHOL
Ex_Hmx3_Vip	300-0-0-0-0-0-0-0-0-0-18-1-0-1-0-1	neuron		60	BS_L6_L6	21.67%	BS_M8_F005	13.33%																				MY	IRN	MY	IRN		MY	IRN	VGLUT2
Ex_Hmx3_Sst	300-0-0-0-0-0-0-0-0-0-18-1-0-1-1	neuron		25	BS_L7_L7	60.00%	BS_L7_M008	32.00%																				MY	IRN	MY	IRN		MY	IRN	VGLUT2
Ex_Hoxb5_Nostrin	300-0-0-0-0-0-0-0-0-0-18-1-1-0-0-0	neuron		53	BS_L8_L8	20.75%	BS_L2_M007	9.43%																				MY		MY			MY		VGLUT2
Ex_Hoxb5_Epsti1_1	300-0-0-0-0-0-0-0-0-0-18-1-1-0-0-1	neuron		29	BS_M7_M7	31.03%	BS_M7_M009	13.79%																				MY		MY			MY		VGLUT2
Ex_Hoxb5_Epsti1_2	300-0-0-0-0-0-0-0-0-0-18-1-1-0-1	neuron		44	BS_L6_L6	27.27%	BS_L8_F005	13.64%																				MY	IRN	MY	IRN		MY	IRN	VGLUT2
Ex_Hoxb5_Klc3	300-0-0-0-0-0-0-0-0-0-18-1-1-1	neuron		27	BS_M7_M7	55.56%	BS_L7_F005	18.52%																											VGLUT2
Ex_Fam163a_Vip	300-0-0-0-0-0-0-0-0-0-19-0-0-0-0-0-0-0	neuron		107	BS_M1_M1	49.53%	BS_M1_F008	11.21%	0	0	0	0	0	0	0	0	0	9	2	0	0	P|MY	P	0.818181818181818	CS	CS	1	MB		MB		11	P	CS	VGLUT2
Ex_Fam163a_Kcne4_1	300-0-0-0-0-0-0-0-0-0-19-0-0-0-0-0-0-1	neuron		62	BS_M1_M1	46.77%	BS_M1_F007	25.81%																				P|MY		P			P		VGLUT2
Ex_Fam163a_C1ql2	300-0-0-0-0-0-0-0-0-0-19-0-0-0-0-0-1	neuron		70	BS_M3_M3	42.86%	BS_M3_F008	14.29%																				P|MY		P			P		VGLUT2
Ex_Fam163a_Npy2r	300-0-0-0-0-0-0-0-0-0-19-0-0-0-0-1-0	neuron		46	BS_M1_M1	69.57%	BS_M1_F008	23.91%																				MY|P		MY			MY		VGLUT2
Ex_Fam163a_Kcne4_2	300-0-0-0-0-0-0-0-0-0-19-0-0-0-0-1-1	neuron		66	BS_M2_M2	65.15%	BS_M2_F007	21.21%																				P|MY		P			P		VGLUT2
Ex_Fam163a_Prdm6_1	300-0-0-0-0-0-0-0-0-0-19-0-0-0-1-0-0	neuron		71	BS_M4_M4	50.70%	BS_M4_M010	21.13%																				P		P			P		VGLUT2
Ex_Fam163a_Prdm6_2	300-0-0-0-0-0-0-0-0-0-19-0-0-0-1-0-1	neuron		55	BS_M4_M4	43.64%	BS_M4_M010	21.82%																				P|MY	PRNr	P	PRNr		P	PRNr	VGLUT2
Ex_Fam163a_Adad2	300-0-0-0-0-0-0-0-0-0-19-0-0-0-1-1	neuron		30	BS_M2_M2	50.00%	BS_M2_M008	30.00%																				P		P			P		VGLUT2
Ex_Fam163a_Prdm6_3	300-0-0-0-0-0-0-0-0-0-19-0-0-1-0-0	neuron		75	BS_M4_M4	48.00%	BS_M4_F006	13.33%																				P|MY		P			P		VGLUT2
Ex_Fam163a_Prdm6_4	300-0-0-0-0-0-0-0-0-0-19-0-0-1-0-1	neuron		78	BS_M4_M4	25.64%	BS_M2_M008	8.97%																				P|MY		P			P		VGLUT2
Ex_Fam163a_Prdm6_5	300-0-0-0-0-0-0-0-0-0-19-0-0-1-1	neuron		123	BS_M4_M4	40.65%	BS_M4_M009	8.13%	0	0	0	0	0	0	0	0	0	19	2	0	0	P	P	0.904761904761905	PRNc|PRNr|PG	PRNc	0.789473684210526	MY	GRN	MY	GRN	21	P	PRNc	VGLUT2
Ex_Gata3_Svs5	300-0-0-0-0-0-0-0-0-0-19-0-1-0-0	neuron		77	BS_M2_M2	49.35%	BS_M2_M010	19.48%																				P|MY		P			P		VGLUT2
Ex_Gata3_Tgm6_1	300-0-0-0-0-0-0-0-0-0-19-0-1-0-1	neuron	automatic	0																															none
Ex_Gata3_Tgm6_2	300-0-0-0-0-0-0-0-0-0-19-0-1-1	neuron		63	BS_M3_M3	61.90%	BS_M3_M010	17.46%																				HY|MB		HY			HY		VGLUT3
Ex_Lhx3_Il1f9	300-0-0-0-0-0-0-0-0-0-19-1-0	neuron		55	BS_M6_M6	43.64%	BS_L6_F005	23.64%																				MY	GRN|IRN	MY	GRN		MY	GRN	VGLUT2
Ex_Lhx3_Sp8	300-0-0-0-0-0-0-0-0-0-19-1-1	neuron		23	BS_L6_L6	52.17%	BS_L6_F005	30.43%																				MY|P	GRN|IRN	MY	GRN		MY	GRN	VGLUT2
Inh_Foxp2_Bmp3_1	300-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-0	neuron		328	BS_L5_L5	24.39%	BS_L1_M007	11.89%	0	0	0	0	0	0	0	0	2	11	46	1	0	MY|P	MY	0.766666666666667	SPVI|PARN|IRN|GRN|MY|SPVC|MDRN	SPVI	0.326086956521739	MY|P	PARN|IRN	MY	PARN	60	MY	SPVI	GLY
Inh_Foxp2_Bmp3_2	300-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-1	neuron		50	BS_M7_M7	38.00%	BS_L7_F005	16.00%																				MY|P	IRN|MDRN|PARN	MY	IRN		MY	IRN	GLY
Inh_Foxp2_Bmp3_3	300-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-1	neuron		292	BS_L5_L5	23.29%	BS_L1_M007	9.59%	0	0	0	0	0	0	0	0	6	10	56	1	0	MY|P	MY	0.767123287671233	PARN|ECU|GRN|MDRN|DCN|SPVI|IRN|SPVO|SPVC	PARN	0.428571428571429	P|MY	IRN|MDRN|PARN	P	IRN	73	MY	PARN	GLY
Inh_Foxp2_Bmp3_4	300-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-1	neuron		390	NTS_NTS	30.77%	BS_L7_F005	12.05%	0	0	0	0	0	0	0	0	0	1	5	1	0	MY|CB	MY	0.714285714285714	ECU|MDRN|MY	ECU	0.6					7	MY	ECU	GLY
Inh_Foxp2_Bmp3_5	300-0-0-0-0-0-0-0-0-0-2-0-0-0-0-1	neuron		95	BS_L7_L7	37.89%	BS_L7_F005	10.53%																				MY|P	MDRN	MY	MDRN		MY	MDRN	GLY
Inh_Pax8_Cntnap3	300-0-0-0-0-0-0-0-0-0-2-0-0-0-1-0	neuron		326	BS_L7_L7	33.13%	BS_L7_F005	14.42%	0	0	0	0	0	0	0	0	10	35	119	0	0	MY|P	MY	0.725609756097561	PARN|IRN|PGRN|MY|GRN|NTS|VNC|SPVI|DCN|MDRN	PARN	0.243697478991597	MY|P	IRN|MDRN|PARN	MY	IRN	164	MY	PARN	GLY
Inh_Pax8_Vgll3	300-0-0-0-0-0-0-0-0-0-2-0-0-0-1-1-0	neuron		94	BS_L5_L5	31.91%	BS_L5_M010	12.77%																				MY	IRN|PARN|NTS|SPVI	MY	IRN		MY	IRN	GLY
Inh_Pax8_Agtr1a_Tacr3	300-0-0-0-0-0-0-0-0-0-2-0-0-0-1-1-1	neuron		84	BS_L8_L8	51.19%	BS_L8_M008	21.43%																				MY|P		MY			MY		GLY
Inh_Pax2_Igfbpl1_1	300-0-0-0-0-0-0-0-0-0-2-0-0-1-0-0	neuron		97	BS_L4_L4	46.39%	BS_L4_F009	13.40%																				MY		MY			MY		GLY
Inh_Pax2_Igfbpl1_2	300-0-0-0-0-0-0-0-0-0-2-0-0-1-0-1	neuron		46	BS_L3_L3	34.78%	BS_L1_M009	17.39%																				MY	MY	MY	MY		MY	MY	GABA
Inh_Pax2_Irx4_1	300-0-0-0-0-0-0-0-0-0-2-0-0-1-1-0	neuron		48	BS_L4_L4	54.17%	BS_L4_M010	16.67%																				MY|P		MY			MY		GLY
Inh_Pax2_Irx4_2	300-0-0-0-0-0-0-0-0-0-2-0-0-1-1-1	neuron		47	BS_L3_L3	36.17%	BS_L3_F005	17.02%																				MY|P		MY			MY		GLY
Inh_Pax2_Postn_1	300-0-0-0-0-0-0-0-0-0-2-0-1-0-0-0-0-0-0-0-0-0	neuron		49	BS_L5_L5	26.53%	BS_L4_M009	12.24%																				MY	NTS|PARN	MY	NTS		MY	NTS	GLY
Inh_Pax2_Chrdl2_1	300-0-0-0-0-0-0-0-0-0-2-0-1-0-0-0-0-0-0-0-0-1	neuron		25	BS_L5_L5	32.00%	BS_L5_F005	20.00%																				MY	NTS	MY	NTS		MY	NTS	GLY
Inh_Pax2_Postn_2	300-0-0-0-0-0-0-0-0-0-2-0-1-0-0-0-0-0-0-0-0-2	neuron		17	BS_L5_L5	47.06%	BS_L5_F005	17.65%																				MY	NTS|PARN	MY	NTS		MY	NTS	GLY
Inh_Pax2_Chrdl2_2	300-0-0-0-0-0-0-0-0-0-2-0-1-0-0-0-0-0-0-0-1	neuron		56	BS_L5_L5	46.43%	BS_L5_F005	16.07%																				MY	NTS|PARN	MY	NTS		MY	NTS	GLY
Inh_Pax2_Robo3	300-0-0-0-0-0-0-0-0-0-2-0-1-0-0-0-0-0-0-1	neuron		52	BS_L5_L5	55.77%	BS_L5_F006	28.85%																				MY	NTS|PARN|SPVI	MY	NTS		MY	NTS	GLY
Inh_Pax2_Chrdl2_3	300-0-0-0-0-0-0-0-0-0-2-0-1-0-0-0-0-0-1	neuron		151	BS_L5_L5	49.01%	BS_M5_M009	15.23%	0	0	0	0	0	0	0	0	0	0	71	3	0	MY	MY	0.959459459459459	NTS|SPVI|PARN	NTS	0.577464788732394	MY	NTS|PARN	MY	NTS	74	MY	NTS	GLY
Inh_Pax2_Rgs5	300-0-0-0-0-0-0-0-0-0-2-0-1-0-0-0-0-1	neuron		279	NTS_NTS	61.29%	NTS_NTS_M003	21.86%	0	0	0	0	0	0	0	0	0	0	83	8	3	MY	MY	0.882978723404255	NTS|IRN|DMX	NTS	0.710843373493976	MY	NTS|PARN	MY	NTS	94	MY	NTS	GLY
Inh_Pax2_Tnfaip8l3_1	300-0-0-0-0-0-0-0-0-0-2-0-1-0-0-0-1-0-0-0	neuron		150	NTS_NTS	28.00%	NTS_NTS_M001	17.33%	0	0	0	0	0	0	0	0	0	3	55	11	2	MY|CB	MY	0.774647887323944	NTS|DCN|MDRN|PARN|PAS	NTS	0.309090909090909	MY	NTS|PARN	MY	NTS	71	MY	NTS	GLY
Inh_Pax2_Tnfaip8l3_2	300-0-0-0-0-0-0-0-0-0-2-0-1-0-0-0-1-0-0-1	neuron		46	NTS_NTS	50.00%	NTS_NTS_F004	19.57%																				MY		MY			MY		GLY
Inh_Pax2_Tnfaip8l3_3	300-0-0-0-0-0-0-0-0-0-2-0-1-0-0-0-1-0-1-0	neuron		74	NTS_NTS	60.81%	NTS_NTS_M003	21.62%																				MY	NTS|PARN	MY	NTS		MY	NTS	GLY
Inh_Pax2_Tnfaip8l3_4	300-0-0-0-0-0-0-0-0-0-2-0-1-0-0-0-1-0-1-1	neuron		36	NTS_NTS	47.22%	NTS_NTS_M003	19.44%																				MY	NTS|PARN	MY	NTS		MY	NTS	GLY
Inh_Pax2_Tnfaip8l3_5	300-0-0-0-0-0-0-0-0-0-2-0-1-0-0-0-1-1-0	neuron		135	NTS_NTS	39.26%	NTS_NTS_M001	14.81%	0	0	0	0	0	0	0	0	0	0	59	0	0	MY	MY	1	NTS|PARN|SPVI|DCN|IRN	NTS	0.661016949152542	MY	NTS|PARN	MY	NTS	59	MY	NTS	GLY
Inh_Pax2_Igfbp4	300-0-0-0-0-0-0-0-0-0-2-0-1-0-0-0-1-1-1	neuron		78	NTS_NTS	64.10%	NTS_NTS_M003	19.23%																				MY	NTS|PARN	MY	NTS		MY	NTS	GLY
Inh_Pax2_Rxfp1_1	300-0-0-0-0-0-0-0-0-0-2-0-1-0-0-1-0-0-0	neuron		66	BS_L5_L5	68.18%	BS_L5_F006	22.73%																				MY	PARN	MY	PARN		MY	PARN	GLY
Inh_Pax2_Rxfp1_2	300-0-0-0-0-0-0-0-0-0-2-0-1-0-0-1-0-0-1	neuron		45	BS_L5_L5	82.22%	BS_L5_F006	26.67%																				MY	PARN|IRN|NTS|SPVI	MY	PARN		MY	PARN	GLY
Inh_Pax2_Mgarp_Tcim	300-0-0-0-0-0-0-0-0-0-2-0-1-0-0-1-0-1	neuron		51	BS_L5_L5	60.78%	BS_L5_F006	33.33%																				MY	IRN|PARN|SPVO	MY	IRN		MY	IRN	GLY
Inh_Pax2_Zbbx	300-0-0-0-0-0-0-0-0-0-2-0-1-0-0-1-0-2	neuron		42	BS_L5_L5	80.95%	BS_L5_M008	21.43%																				MY	PARN|NTS|SPVI	MY	PARN		MY	PARN	GLY
Inh_Pax2_Tfap2c_1	300-0-0-0-0-0-0-0-0-0-2-0-1-0-0-1-1-0	neuron		41	BS_L5_L5	85.37%	BS_L5_F005	17.07%																				MY|P	IRN|MDRN|PARN	MY	IRN		MY	IRN	GLY
Inh_Pax2_Tfap2c_2	300-0-0-0-0-0-0-0-0-0-2-0-1-0-0-1-1-1	neuron		28	BS_L5_L5	67.86%	BS_L5_F005	17.86%																				MY	PARN|IRN	MY	PARN		MY	PARN	GLY
Inh_Pax2_Agtr1b_1	300-0-0-0-0-0-0-0-0-0-2-0-1-0-1-0	neuron		173	NTS_NTS	40.46%	NTS_NTS_M001	15.03%	0	0	0	0	0	0	0	0	1	3	65	10	0	MY|CB	MY	0.822784810126582	NTS|PARN|VNC|DMX	NTS	0.630769230769231	MY	NTS|PARN	MY	NTS	79	MY	NTS	GLY
Inh_Pax2_Agtr1b_2	300-0-0-0-0-0-0-0-0-0-2-0-1-0-1-1	neuron		95	BS_L5_L5	64.21%	BS_L5_F006	12.63%																				MY	NTS|PARN	MY	NTS		MY	NTS	GLY
Inh_Pax2_Agtr1b_3	300-0-0-0-0-0-0-0-0-0-2-0-1-0-1-2	neuron		99	BS_L5_L5	65.66%	BS_L5_F006	16.16%																				MY	NTS|PARN	MY	NTS		MY	NTS	GLY
Inh_Pax2_Areg	300-0-0-0-0-0-0-0-0-0-2-0-1-1-0	neuron		46	NTS_NTS	41.30%	NTS_NTS_F004	21.74%																				MY|CB	NTS|PARN	MY	NTS		MY	NTS	GLY
Inh_Pax2_Adamts12	300-0-0-0-0-0-0-0-0-0-2-0-1-1-1	neuron		51	NTS_NTS	35.29%	NTS_NTS_M001	29.41%																				MY	IRN|MDRN|PARN	MY	IRN		MY	IRN	GLY
Inh_Pax2_Kcnj5	300-0-0-0-0-0-0-0-0-0-2-1-0-0-0	neuron		69	BS_M3_M3	42.03%	BS_M3_F008	14.49%																				P		P			P		GLY
Inh_Pax2_Brs3	300-0-0-0-0-0-0-0-0-0-2-1-0-0-1	neuron		44	BS_M4_M4	43.18%	BS_M4_M008	11.36%																				MY|P		MY			MY		GLY
Inh_Pax2_Gli2_1	300-0-0-0-0-0-0-0-0-0-2-1-0-1	neuron		116	BS_M4_M4	48.28%	BS_M3_F007	10.34%	0	0	0	0	0	0	0	0	6	39	54	0	0	MY|P	MY	0.545454545454545	GRN|IRN|PGRN|MY|PARN|VNC	GRN	0.277777777777778	MY|P	IRN|PARN	MY	IRN	99	MY	GRN	GLY
Inh_Pax2_Gli2_2	300-0-0-0-0-0-0-0-0-0-2-1-1	neuron		145	BS_L4_L4	28.28%	BS_L4_M010	8.28%	0	0	0	0	0	0	0	0	0	8	9	0	0	MY|P	MY	0.529411764705882	IRN|PHY|VNC|PGRN|GRN	IRN	0.222222222222222	MY|P		MY		17	MY	IRN	GLY
Ex_Lhx9_Igfbpl1_1	300-0-0-0-0-0-0-0-0-0-20-0-0-0-0	neuron		190	BS_L6_L6	38.95%	BS_L6_F009	14.21%	0	0	0	0	0	0	0	0	2	6	61	4	0	MY|P	MY	0.835616438356164	MY|SPVI|PARN|SPVC|VNC|ECU	MY	0.213114754098361					73	MY	MY	VGLUT2
Ex_Lhx9_Igfbpl1_2	300-0-0-0-0-0-0-0-0-0-20-0-0-0-1	neuron		72	NTS_NTS	48.61%	NTS_NTS_M001	20.83%																											VGLUT2
Ex_Lhx9_Tmem215_1	300-0-0-0-0-0-0-0-0-0-20-0-0-1-0	neuron		87	BS_L6_L6	40.23%	BS_L6_M009	11.49%																				MY	PARN	MY	PARN		MY	PARN	VGLUT2
Ex_Lhx9_Tmem215_2	300-0-0-0-0-0-0-0-0-0-20-0-0-1-1	neuron		82	BS_L6_L6	64.63%	BS_L6_M009	20.73%																											VGLUT2
Ex_Lhx9_Slc38a11_1	300-0-0-0-0-0-0-0-0-0-20-0-1-0-0-0-0	neuron		68	BS_L6_L6	25.00%	BS_L8_F005	8.82%																				MY		MY			MY		VGLUT2
Ex_Lhx9_Slc38a11_2	300-0-0-0-0-0-0-0-0-0-20-0-1-0-0-0-1	neuron		53	BS_L5_L5	45.28%	BS_L5_F006	18.87%																				MY		MY			MY		VGLUT2
Ex_Lhx9_Slc38a11_3	300-0-0-0-0-0-0-0-0-0-20-0-1-0-0-1	neuron		50	BS_L4_L4	30.00%	BS_L2_M009	10.00%																				MY|P		MY			MY		VGLUT2
Ex_Lhx9_Wdr72	300-0-0-0-0-0-0-0-0-0-20-0-1-0-1-0-0	neuron		63	BS_L2_L2	44.44%	BS_L2_M009	26.98%																				MY	GRN|PARN	MY	GRN		MY	GRN	VGLUT1_VGLUT2
Ex_Lhx9_Slc38a11_4	300-0-0-0-0-0-0-0-0-0-20-0-1-0-1-0-1	neuron		31	BS_L2_L2	16.13%	BS_L2_F005	12.90%																				MY|P		MY			MY		VGLUT2
Ex_Lhx9_Slc38a11_5	300-0-0-0-0-0-0-0-0-0-20-0-1-0-1-1	neuron		40	BS_L4_L4	30.00%	BS_L3_M009	12.50%																				MY|P	PARN	MY	PARN		MY	PARN	VGLUT2
Ex_Lhx9_Slc38a11_6	300-0-0-0-0-0-0-0-0-0-20-0-1-1	neuron		43	BS_L4_L4	30.23%	BS_L4_F009	16.28%																											VGLUT2
Inh_Sox6_Cdkn1c	300-0-0-0-0-0-0-0-0-0-20-1	neuron		69	BS_L3_L3	55.07%	BS_L3_M009	23.19%																				MY	SPVO|GRN|IRN	MY	SPVO		MY	SPVO	GLY
Ex_Tlx1_Aoc1	300-0-0-0-0-0-0-0-0-0-21-0-0-0-0-0	neuron		56	BS_L4_L4	44.64%	BS_L2_M009	17.86%																				MY		MY			MY		VGLUT2
Ex_Tlx1_Tmem215_1	300-0-0-0-0-0-0-0-0-0-21-0-0-0-0-1	neuron		56	BS_L3_L3	42.86%	BS_L3_F005	16.07%																				MY|P		MY			MY		VGLUT2
Ex_Tlx1_Tmem215_2	300-0-0-0-0-0-0-0-0-0-21-0-0-0-1-0	neuron		55	BS_L4_L4	49.09%	BS_L2_M009	16.36%																				MY		MY			MY		VGLUT2
Ex_Tlx1_Tmem215_3	300-0-0-0-0-0-0-0-0-0-21-0-0-0-1-1	neuron		35	BS_L4_L4	77.14%	BS_L4_M008	20.00%																											VGLUT2
Ex_Tlx1_Crocc2_1	300-0-0-0-0-0-0-0-0-0-21-0-0-1-0-0	neuron		66	BS_L4_L4	34.85%	BS_L3_M009	21.21%																				MY|P		MY			MY		VGLUT2
